Dataset,Batch Size,Device,Nbr Epoch,Training Time,Training Energy,Training Carbon,Accuracy,CPU Energy,GPU Energy,RAM Energy
FashionMNIST,32,cuda,1,16.334339141845703,0.0005816157866157,3.198886826386838e-05,87.52,0.0002577021322726,0.0002709698761835,5.294377815960189e-05
FashionMNIST,32,cuda,1,16.360316276550293,0.0005879103721391,3.233507046765262e-05,87.18,0.0002647529859688,0.0002701280931003,5.302929306992686e-05
FashionMNIST,32,cuda,1,16.61153244972229,0.0005944229493745,3.269326221559769e-05,86.93,0.0002627395924137,0.0002778401433831,5.384321357763611e-05
FashionMNIST,32,cuda,1,17.432515859603882,0.0006308794121791,3.469836766985375e-05,86.25,0.0002799255869958,0.0002944494005783,5.650442460497194e-05
FashionMNIST,32,cuda,1,18.16749382019043,0.0006598557841837,3.629206813010484e-05,87.2,0.0002921797126324,0.0003087897833381,5.888628821314076e-05
FashionMNIST,32,cuda,1,18.047578811645508,0.0006541538535068,3.597846194287891e-05,87.43,0.0002894298632103,0.0003062258183793,5.849817191720584e-05
FashionMNIST,32,cuda,1,18.91329264640808,0.0006817270426458,3.749498734552272e-05,87.52,0.0003025733367806,0.0003178487431842,6.130496268095944e-05
FashionMNIST,32,cuda,1,16.886396884918213,0.0006167776850434,3.392277267738774e-05,87.24,0.000273742617605,0.0002883005043598,5.4734563078518194e-05
FashionMNIST,32,cuda,1,18.44578003883361,0.0006716628780443,3.69414582924377e-05,87.7,0.0002973669965045,0.0003145072485548,5.9788632984966814e-05
FashionMNIST,32,cuda,1,20.18323564529419,0.0007294019436931,4.0117106903121286e-05,87.63,0.0003224912438261,0.0003414910083678,6.541969149911675e-05
FashionMNIST,32,cuda,1,16.673174142837524,0.0006102494218058,3.356371819931926e-05,87.34,0.0002705596058919,0.0002856449891412,5.404482677262157e-05
FashionMNIST,32,cuda,1,17.545490264892578,0.000638288633505,3.510587484277671e-05,87.15,0.0002809131172303,0.0003005060230195,5.686949325517105e-05
FashionMNIST,32,cuda,1,17.25087857246399,0.0006257360846846,3.4415484657653286e-05,87.54,0.0002743489672567,0.0002954709193408,5.591619808699316e-05
FashionMNIST,32,cuda,1,18.01824259757996,0.000654214195505,3.5981780752775656e-05,87.46,0.0002891014096142,0.0003067099766407,5.84028092499823e-05
FashionMNIST,32,cuda,1,17.33925175666809,0.0006330033314706,3.4815183230884666e-05,86.93,0.0002787988122055,0.0002980023382686,5.620218099646839e-05
FashionMNIST,32,cuda,1,17.775418519973755,0.0006502585167309,3.57642184202021e-05,87.55,0.0002861008758249,0.0003065395210786,5.761811982732951e-05
FashionMNIST,32,cuda,1,17.619256496429443,0.0004839788226655,2.6618835246607936e-05,87.78,0.0001230671223425,0.0003038019686274,5.710973169565051e-05
FashionMNIST,32,cuda,1,18.86016821861267,0.0006865866935812,3.776226814696944e-05,87.44,0.0003013432266299,0.0003241119883028,6.113147864845218e-05
FashionMNIST,32,cuda,1,18.272611618041992,0.0006653286095775,3.659307352676692e-05,87.8,0.0002930817086318,0.0003130197941064,5.92271068392508e-05
FashionMNIST,32,cuda,1,16.740164279937744,0.0006132525727708,3.372889150239794e-05,87.82,0.0002704288721762,0.0002885634201394,5.426028045519416e-05
FashionMNIST,32,cuda,1,16.79829716682434,0.0006169439561074,3.3931917585911954e-05,87.45,0.0002733160847638,0.0002891786768489,5.444919449474403e-05
FashionMNIST,32,cuda,1,17.053370714187622,0.0006189688815046,3.4043288482753344e-05,86.58,0.0002723477126002,0.0002913454922936,5.527567661075077e-05
FashionMNIST,32,cuda,1,18.51007890701294,0.0006764532418017,3.720492829909387e-05,87.11,0.0002977472618087,0.000318707447757,5.999853223591771e-05
FashionMNIST,32,cuda,1,17.092236280441284,0.0006147982733855,3.38139050362046e-05,87.18,0.0002697039285407,0.0002896925127808,5.540183206396392e-05
FashionMNIST,32,cuda,1,18.51253366470337,0.0006764669567532,3.7205682621428886e-05,87.11,0.0002977774062772,0.0003186830389605,6.0006511515400974e-05
FashionMNIST,32,cuda,1,18.105942487716675,0.0006559436829126,3.607690256019368e-05,86.88,0.0002884475207578,0.0003088090205609,5.868714159380033e-05
FashionMNIST,32,cuda,1,16.498942136764526,0.0006040292569892,3.322160913441123e-05,87.05,0.0002682851690724,0.0002822656145763,5.347847334054763e-05
FashionMNIST,32,cuda,1,18.33457899093628,0.0006638219159015,3.651020537458619e-05,86.2,0.000288704732908,0.0003156894141981,5.942776879532052e-05
FashionMNIST,32,cuda,1,17.33086585998535,0.0006352099634227,3.493654798825104e-05,87.7,0.0002801451774492,0.0002988898648106,5.617492116281245e-05
FashionMNIST,32,cuda,1,20.031099319458008,0.0007205620649915,3.963091357453632e-05,87.06,0.0003187640872332,0.000336869831821,6.492814593722442e-05
FashionMNIST,32,cuda,1,16.38465905189514,0.0006017019177177,3.309360547447575e-05,87.03,0.0002665639129731,0.0002820295223871,5.3108482357372686e-05
FashionMNIST,32,cuda,1,17.05663776397705,0.000626519571356,3.445857642458075e-05,87.54,0.0002771883517505,0.000294044808136,5.528641146941643e-05
FashionMNIST,32,cuda,1,17.40497350692749,0.0006377303371003,3.507516854052147e-05,86.54,0.0002802979347937,0.0003010172782492,5.64151240574023e-05
FashionMNIST,32,cuda,1,17.00289487838745,0.0006235258016062,3.429391908834611e-05,87.54,0.0002752939085682,0.0002931201069332,5.5111786104757625e-05
FashionMNIST,32,cuda,1,16.25008511543274,0.0005944436354508,3.269439994979683e-05,87.24,0.0002633290553852,0.0002784421576818,5.267242238370585e-05
FashionMNIST,32,cuda,1,17.44170069694519,0.0006397626203313,3.518694411822373e-05,87.39,0.000282469985698,0.0003007583213443,5.653431328898639e-05
FashionMNIST,32,cuda,1,16.746744394302368,0.0006099439751983,3.354691863591079e-05,87.38,0.0002708632725237,0.0002847986712259,5.428203144869552e-05
FashionMNIST,32,cuda,1,17.435627222061157,0.000636278959347,3.4995342764085235e-05,87.4,0.0002818545827057,0.000297910040915,5.651433572628245e-05
FashionMNIST,32,cuda,1,16.61634922027588,0.0006102075749401,3.356141662170771e-05,87.44,0.0002706596187497,0.0002856871589884,5.386079720194772e-05
FashionMNIST,32,cuda,1,17.319173097610474,0.0006295441515883,3.462492833735773e-05,87.2,0.0002766229465759,0.0002967826766586,5.613852835373403e-05
FashionMNIST,32,cuda,1,16.832197666168213,0.0006166697363255,3.391683549790268e-05,86.11,0.0002727973037932,0.0002893137203788,5.455871215340419e-05
FashionMNIST,32,cuda,1,16.343733072280884,0.0005995634663418,3.2975990648804344e-05,86.67,0.000264800661007,0.0002817871796036,5.297562573122917e-05
FashionMNIST,32,cuda,1,17.920210123062134,0.0006537196718047,3.595458194926097e-05,86.91,0.000287612120645,0.0003080223436607,5.808520749895213e-05
FashionMNIST,32,cuda,1,16.316587686538696,0.0005979046117155,3.288475364435727e-05,86.98,0.0002645408382991,0.0002804747328358,5.288904058053191e-05
FashionMNIST,32,cuda,1,17.068485260009766,0.0006256074130341,3.440840771687669e-05,87.05,0.0002749984311096,0.0002952845324894,5.532444943499495e-05
